Num_solicitud;IUM_Medicamento;id_importador;fecha_autorizacion;Tipo_solicitud
2346;1B1027161000100;13;17/08/2020;MAS DE UN PACIENTE
2347;1B1025731000100;13;21/03/2021;MAS DE UN PACIENTE
2348;1F1001691000100;64;23/07/2020;MAS DE UN PACIENTE
2349;1S1011101000100;128;17/08/2021;MAS DE UN PACIENTE
2350;1B1000571010100;5;16/08/2022;MAS DE UN PACIENTE
2351;1M1023741003100;81;2/07/2021;MAS DE UN PACIENTE
2352;1E1001601001100;64;27/01/2020;MAS DE UN PACIENTE
2353;1T1023261002100;100;6/01/2022;MAS DE UN PACIENTE
2354;1C1028221000100;64;27/01/2020;MAS DE UN PACIENTE
2355;1O1024191001100;64;23/03/2020;MAS DE UN PACIENTE
2356;1F1001691000100;13;15/04/2020;MAS DE UN PACIENTE
2357;1B1025731000100;13;2/07/2020;MAS DE UN PACIENTE
2358;1C1006141000100;44;22/11/2021;MAS DE UN PACIENTE
2359;1B1027161000100;13;5/11/2020;MAS DE UN PACIENTE
2360;1E1001601002100;62;20/04/2021;MAS DE UN PACIENTE
2361;3A1013711000100;152;18/12/2022;MAS DE UN PACIENTE
2362;1T1003321000100;64;25/03/2022;MAS DE UN PACIENTE
2363;1V1001401000100;135;13/08/2021;MAS DE UN PACIENTE
2364;1F1001691000100;43;1/02/2022;MAS DE UN PACIENTE
2365;2E1028291001100;11;26/09/2020;MAS DE UN PACIENTE
2366;1L1025421000100;115;16/10/2020;MAS DE UN PACIENTE
2367;1L1025421000100;115;12/02/2022;MAS DE UN PACIENTE
2368;1L1025421000100;115;9/05/2022;MAS DE UN PACIENTE
2369;1T1014381000100;33;3/02/2021;MAS DE UN PACIENTE
2370;1A1001711000100;59;2/06/2021;MAS DE UN PACIENTE
2371;1A1000141000100;59;28/06/2021;MAS DE UN PACIENTE
2372;1B1027161000100;13;21/11/2022;MAS DE UN PACIENTE
2373;1B1000571008101;26;23/06/2021;MAS DE UN PACIENTE
2374;1M1023721000100;26;5/04/2021;MAS DE UN PACIENTE
2375;1S1000731000100;13;21/11/2022;MAS DE UN PACIENTE
2376;1S1000731000100;13;20/07/2022;MAS DE UN PACIENTE
2377;1M1031251003100;25;25/12/2022;MAS DE UN PACIENTE
2378;1M1031251003100;25;14/09/2021;MAS DE UN PACIENTE
2379;1T1023961000100;36;1/03/2021;MAS DE UN PACIENTE
2380;1T1031771001100;70;5/11/2020;MAS DE UN PACIENTE
2381;1F1027801000101;95;4/12/2020;MAS DE UN PACIENTE
2382;1N1024481000100;95;1/10/2020;MAS DE UN PACIENTE
2383;1B1027161000100;13;21/09/2020;MAS DE UN PACIENTE
2384;1B1025731000100;13;1/02/2022;MAS DE UN PACIENTE
2385;1N1024161000102;64;24/08/2022;MAS DE UN PACIENTE
2386;1A1000101000104;13;28/10/2021;MAS DE UN PACIENTE
2387;1B1025791000100;13;23/02/2021;MAS DE UN PACIENTE
2388;1F1031481000100;62;27/10/2020;MAS DE UN PACIENTE
2389;1N1017381000100;13;21/02/2022;MAS DE UN PACIENTE
2390;1A1000141000100;13;3/03/2021;MAS DE UN PACIENTE
2391;1T1028021000100;80;29/07/2021;MAS DE UN PACIENTE
2392;1A1000141000100;59;18/03/2021;MAS DE UN PACIENTE
2393;1A1001701000100;59;7/10/2020;MAS DE UN PACIENTE
2394;1B1000571001100;29;2/08/2021;MAS DE UN PACIENTE
2395;1S1000731000100;13;12/05/2021;MAS DE UN PACIENTE
2396;1L1025421000100;115;1/12/2022;MAS DE UN PACIENTE
2397;1F1001691000100;64;25/09/2020;MAS DE UN PACIENTE
2398;1I1000121000100;20;31/07/2021;MAS DE UN PACIENTE
2399;1A1001701000100;59;19/02/2021;MAS DE UN PACIENTE
2400;1A1000141000100;59;31/05/2021;MAS DE UN PACIENTE
2401;1L1025421000100;115;13/06/2022;MAS DE UN PACIENTE
2402;1P1002861000100;13;5/03/2021;MAS DE UN PACIENTE
2403;1S1000731000100;13;30/06/2021;MAS DE UN PACIENTE
2404;1A1000141000100;59;31/05/2022;MAS DE UN PACIENTE
2405;1L1025421000100;115;30/07/2021;MAS DE UN PACIENTE
2406;1A1000141000100;59;15/01/2020;MAS DE UN PACIENTE
2407;1L1001621000100;64;2/03/2022;MAS DE UN PACIENTE
2408;2I1008801000101;64;28/04/2022;MAS DE UN PACIENTE
2409;1A1000101000105;13;7/05/2022;MAS DE UN PACIENTE
2410;1A1000101000104;13;10/11/2020;MAS DE UN PACIENTE
2411;1F1002641000100;29;19/04/2020;MAS DE UN PACIENTE
2412;1L1025421000100;115;17/01/2020;MAS DE UN PACIENTE
2413;1A1006851000100;68;19/07/2022;MAS DE UN PACIENTE
2414;1F1001691000100;64;27/09/2022;MAS DE UN PACIENTE
2415;1S1007641002100;80;18/08/2021;MAS DE UN PACIENTE
2416;1I1000121000100;20;18/09/2020;MAS DE UN PACIENTE
2417;1T1012841000100;149;9/03/2022;MAS DE UN PACIENTE
2418;1P1001471000100;81;17/05/2022;MAS DE UN PACIENTE
2419;1M1000341001100;157;4/05/2020;MAS DE UN PACIENTE
2420;1M1017421001100;149;17/08/2020;MAS DE UN PACIENTE
2421;1M1017421001100;149;26/02/2021;MAS DE UN PACIENTE
2422;1L1025421000100;115;9/10/2022;MAS DE UN PACIENTE
2423;1U1026361000100;83;28/08/2021;MAS DE UN PACIENTE
2424;1B1013551001100;25;8/08/2021;MAS DE UN PACIENTE
2425;1T1001161001100;109;22/04/2022;MAS DE UN PACIENTE
2426;1T1031771000100;70;19/08/2021;MAS DE UN PACIENTE
2427;1A1000281000100;68;24/01/2021;MAS DE UN PACIENTE
2428;1A1000141000100;13;15/10/2020;MAS DE UN PACIENTE
2429;1A1001711000100;13;2/12/2021;MAS DE UN PACIENTE
2430;1F1002641000100;64;14/02/2021;MAS DE UN PACIENTE
2431;3A1016771000100;13;11/05/2021;MAS DE UN PACIENTE
2432;1A1000101000104;13;18/06/2022;MAS DE UN PACIENTE
2433;1T1014381003100;70;15/08/2021;MAS DE UN PACIENTE
2434;1A1020721000100;64;28/07/2022;MAS DE UN PACIENTE
2435;1A1000141000100;59;30/01/2022;MAS DE UN PACIENTE
2436;1V1001401000100;135;27/04/2021;MAS DE UN PACIENTE
2437;1A1000101000106;13;25/12/2021;MAS DE UN PACIENTE
2438;1A1006851005100;81;30/03/2020;MAS DE UN PACIENTE
2439;1L1005941002100;105;24/12/2020;MAS DE UN PACIENTE
2440;1L1005941002100;105;27/08/2022;MAS DE UN PACIENTE
2441;1D1000031002100;72;27/06/2022;MAS DE UN PACIENTE
2442;1H1012341000100;64;22/08/2020;MAS DE UN PACIENTE
2443;1P1017931000100;64;23/05/2022;MAS DE UN PACIENTE
2444;1V1001401000100;62;24/09/2021;MAS DE UN PACIENTE
2445;1L1005941002100;105;30/12/2021;MAS DE UN PACIENTE
2446;1A1000101000104;13;10/01/2021;MAS DE UN PACIENTE
2447;1M1000341000100;155;17/03/2022;MAS DE UN PACIENTE
2448;1T1014381001100;68;17/01/2022;MAS DE UN PACIENTE
2449;1A1000101000105;13;16/08/2021;MAS DE UN PACIENTE
2450;1A1000101000104;13;15/01/2022;MAS DE UN PACIENTE
2451;1U1003271000100;64;5/05/2022;MAS DE UN PACIENTE
2452;1I1002461000100;152;28/05/2020;MAS DE UN PACIENTE
2453;1L1005941002100;105;5/02/2020;MAS DE UN PACIENTE
2454;1M1000341000101;13;27/06/2022;MAS DE UN PACIENTE
2455;1T1000591001100;109;18/04/2021;MAS DE UN PACIENTE
2456;1L1005941002100;105;1/12/2021;MAS DE UN PACIENTE
2457;1A1003951004100;149;17/08/2021;MAS DE UN PACIENTE
2458;1A1003951003100;100;11/06/2021;MAS DE UN PACIENTE
2459;1P1012181004100;64;10/04/2020;MAS DE UN PACIENTE
2460;1V1001401000100;135;17/04/2020;MAS DE UN PACIENTE
2461;1A1000141000100;13;28/02/2022;MAS DE UN PACIENTE
2462;1A1001711000100;13;7/09/2022;MAS DE UN PACIENTE
2463;1U1026361000100;83;24/10/2022;MAS DE UN PACIENTE
2464;1F1002641000100;29;22/07/2020;MAS DE UN PACIENTE
2465;1E1001601002100;62;23/04/2020;MAS DE UN PACIENTE
2466;1L1025421000100;115;12/05/2022;MAS DE UN PACIENTE
2467;1V1001401000100;64;17/03/2020;MAS DE UN PACIENTE
2468;1B1027161000100;13;30/11/2022;MAS DE UN PACIENTE
2469;1V1030561000100;13;30/07/2021;MAS DE UN PACIENTE
2470;1P1001471000100;13;20/01/2020;MAS DE UN PACIENTE
2471;1L1025421000100;115;14/04/2022;MAS DE UN PACIENTE
2472;1L1025421000100;115;29/10/2020;MAS DE UN PACIENTE
2473;1F1007321011100;149;12/07/2020;MAS DE UN PACIENTE
2474;1F1007321005100;53;18/08/2021;MAS DE UN PACIENTE
2475;1F1007321005100;53;16/03/2021;MAS DE UN PACIENTE
2476;1A1028361001100;74;10/10/2022;MAS DE UN PACIENTE
2477;1S1008321000100;64;5/12/2021;MAS DE UN PACIENTE
2478;1T1000591004100;149;24/02/2020;MAS DE UN PACIENTE
2479;1L1001081000101;64;12/12/2021;MAS DE UN PACIENTE
2480;1D1023501001100;157;11/09/2022;MAS DE UN PACIENTE
2481;1F1002391000100;157;1/03/2020;MAS DE UN PACIENTE
2482;1M1018461000101;155;15/06/2022;MAS DE UN PACIENTE
2483;1A1005551001100;81;30/08/2021;MAS DE UN PACIENTE
2484;1H1025101000101;64;12/11/2022;MAS DE UN PACIENTE
2485;1F1001691001101;13;29/11/2020;MAS DE UN PACIENTE
2486;1L1025421000100;115;19/12/2022;MAS DE UN PACIENTE
2487;1E1001601002100;62;3/03/2021;MAS DE UN PACIENTE
2488;1T1028241000101;3;6/06/2021;MAS DE UN PACIENTE
2489;2E1028291003100;160;18/07/2022;MAS DE UN PACIENTE
2490;1M1023741003100;81;3/04/2020;MAS DE UN PACIENTE
2491;1B1013551001100;25;4/11/2020;MAS DE UN PACIENTE
2492;1F1001691000100;64;31/10/2022;MAS DE UN PACIENTE
2493;1I1007131003100;65;28/11/2021;MAS DE UN PACIENTE
2494;1L1025421000100;115;1/02/2021;MAS DE UN PACIENTE
2495;1L1005941002100;105;27/08/2020;MAS DE UN PACIENTE
2496;1T1023961000100;114;6/01/2020;MAS DE UN PACIENTE
2497;1R1005721001100;62;14/04/2021;MAS DE UN PACIENTE
2498;1N1022901000100;18;27/03/2021;MAS DE UN PACIENTE
2499;1A1001701000100;13;6/09/2022;MAS DE UN PACIENTE
2500;1A1000141000100;13;10/09/2022;MAS DE UN PACIENTE
2501;1I1000121000100;20;6/08/2021;MAS DE UN PACIENTE
2502;1E1001601003100;13;12/09/2022;MAS DE UN PACIENTE
2503;2E1028291001100;11;27/07/2020;MAS DE UN PACIENTE
2504;1R1000741000100;64;12/03/2020;MAS DE UN PACIENTE
2505;1M1000341000100;64;2/12/2022;MAS DE UN PACIENTE
2506;1F1001691000100;64;6/07/2021;MAS DE UN PACIENTE
2507;1C1000151002100;157;21/12/2022;MAS DE UN PACIENTE
2508;1P1000161000100;157;22/08/2022;MAS DE UN PACIENTE
2509;1T1023961000100;114;8/01/2021;MAS DE UN PACIENTE
2510;1T1023961000100;114;25/11/2021;MAS DE UN PACIENTE
2511;1T1023961000100;114;18/01/2021;MAS DE UN PACIENTE
2512;1L1022271000100;62;5/03/2021;MAS DE UN PACIENTE
2513;1L1022261000100;62;18/09/2022;MAS DE UN PACIENTE
2514;1B1025731000100;13;27/05/2021;MAS DE UN PACIENTE
2515;1V1001401000100;135;1/10/2020;MAS DE UN PACIENTE
2516;1S1000731000100;13;15/06/2020;MAS DE UN PACIENTE
2517;1B1001101000101;64;2/01/2022;MAS DE UN PACIENTE
2518;1M1000831000100;87;19/05/2022;MAS DE UN PACIENTE
2519;1A1000101000106;13;1/03/2022;MAS DE UN PACIENTE
2520;1A1000101000105;13;11/02/2020;MAS DE UN PACIENTE
2521;2E1028291002100;14;9/03/2021;MAS DE UN PACIENTE
2522;2E1028291002100;14;14/11/2020;MAS DE UN PACIENTE
2523;1T1023961000100;36;5/12/2022;MAS DE UN PACIENTE
2524;1C1006341000100;40;21/02/2020;MAS DE UN PACIENTE
2525;1M1000831000100;87;26/07/2020;MAS DE UN PACIENTE
2526;1I1031881000100;64;4/09/2022;MAS DE UN PACIENTE
2527;2I1008801000101;62;20/10/2022;MAS DE UN PACIENTE
2528;1F1007321005100;53;18/10/2021;MAS DE UN PACIENTE
2529;1M1031891000100;61;4/06/2021;MAS DE UN PACIENTE
2530;1I1027481000100;64;1/01/2022;MAS DE UN PACIENTE
2531;1V1001401000100;81;4/12/2022;MAS DE UN PACIENTE
2532;1M1023741001100;23;7/01/2021;MAS DE UN PACIENTE
2533;1T1023961000100;36;15/12/2021;MAS DE UN PACIENTE
2534;1L1005941002100;105;12/08/2022;MAS DE UN PACIENTE
2535;1S1011101000100;64;15/01/2020;MAS DE UN PACIENTE
2536;1A1000101000106;13;3/01/2020;MAS DE UN PACIENTE
2537;1V1001401000100;95;18/12/2021;MAS DE UN PACIENTE
2538;1M1000341000101;95;20/06/2020;MAS DE UN PACIENTE
2539;1B1000571005100;53;27/06/2022;MAS DE UN PACIENTE
2540;1B1000571008101;26;9/03/2022;MAS DE UN PACIENTE
2541;1A1005551002100;100;27/12/2021;MAS DE UN PACIENTE
2542;1T1018051000100;64;23/04/2020;MAS DE UN PACIENTE
2543;2E1028291001100;11;27/12/2020;MAS DE UN PACIENTE
2544;2E1028291001100;11;28/02/2021;MAS DE UN PACIENTE
2545;2E1028291001100;11;24/12/2020;MAS DE UN PACIENTE
2546;2E1028291001100;11;7/07/2022;MAS DE UN PACIENTE
2547;2E1028291001100;11;1/12/2020;MAS DE UN PACIENTE
2548;1F1001691000101;13;8/03/2022;MAS DE UN PACIENTE
2549;1P1000161000100;157;29/11/2022;MAS DE UN PACIENTE
2550;1I1000121000100;13;1/05/2020;MAS DE UN PACIENTE
2551;1P1012181004100;64;30/12/2021;MAS DE UN PACIENTE
2552;1M1006441000100;154;8/02/2021;MAS DE UN PACIENTE
2553;1C1006341000100;40;1/10/2022;MAS DE UN PACIENTE
2554;1F1002651000100;29;19/07/2020;MAS DE UN PACIENTE
2555;1B1000571003100;157;11/01/2022;MAS DE UN PACIENTE
2556;1B1025731000100;13;25/12/2022;MAS DE UN PACIENTE
2557;1A1000101000104;13;6/11/2022;MAS DE UN PACIENTE
2558;1P1007681003100;7;15/03/2021;MAS DE UN PACIENTE
2559;1T1000591003101;25;23/07/2022;MAS DE UN PACIENTE
2560;1L1003331003100;64;19/03/2022;MAS DE UN PACIENTE
2561;1I1000121000100;25;9/11/2021;MAS DE UN PACIENTE
2562;1T1023961000100;36;10/07/2022;MAS DE UN PACIENTE
2563;1S1023241000100;126;28/05/2021;MAS DE UN PACIENTE
2564;1T1014381002100;64;27/08/2020;MAS DE UN PACIENTE
2565;1B1025791000100;13;27/11/2022;MAS DE UN PACIENTE
2566;1F1002641000100;29;1/05/2021;MAS DE UN PACIENTE
2567;1P1012181005100;80;3/02/2021;MAS DE UN PACIENTE
2568;1R1001921000101;124;14/01/2022;MAS DE UN PACIENTE
2569;1I1000121000100;13;25/08/2022;MAS DE UN PACIENTE
2570;1T1023961000100;36;15/09/2020;MAS DE UN PACIENTE
2571;1I1000121000100;20;14/05/2021;MAS DE UN PACIENTE
2572;1B1027161000100;13;25/11/2020;MAS DE UN PACIENTE
2573;1P1012181004100;64;23/06/2022;MAS DE UN PACIENTE
2574;1A1020541000100;57;8/12/2020;MAS DE UN PACIENTE
2575;1M1005531006100;61;9/07/2022;MAS DE UN PACIENTE
2576;1M1000341001100;157;15/01/2022;MAS DE UN PACIENTE
2577;1T1023951002100;157;13/09/2022;MAS DE UN PACIENTE
2578;1T1031771000100;70;17/01/2021;MAS DE UN PACIENTE
2579;2E1028291001100;11;25/01/2022;MAS DE UN PACIENTE
2580;1L1025421000100;115;10/10/2022;MAS DE UN PACIENTE
2581;1B1027161000100;13;16/09/2020;MAS DE UN PACIENTE
2582;1A1000101000105;13;4/03/2021;MAS DE UN PACIENTE
2583;2E1028291001100;11;15/08/2022;MAS DE UN PACIENTE
2584;1M1005531004101;100;14/01/2022;MAS DE UN PACIENTE
2585;1M1005531002100;100;24/06/2022;MAS DE UN PACIENTE
2586;1F1001691000100;64;9/08/2020;MAS DE UN PACIENTE
2587;1F1029401003100;72;31/01/2022;MAS DE UN PACIENTE
2588;1F1029401003100;72;6/12/2020;MAS DE UN PACIENTE
2589;1H1007141000100;20;1/07/2020;MAS DE UN PACIENTE
2590;1H1007141000100;20;30/04/2020;MAS DE UN PACIENTE
2591;1H1007141000100;20;28/05/2021;MAS DE UN PACIENTE
2592;1B1025791000100;13;31/03/2022;MAS DE UN PACIENTE
2593;2E1028291002100;14;1/05/2022;MAS DE UN PACIENTE
2594;1R1000741000100;152;4/08/2020;MAS DE UN PACIENTE
2595;1E1001601002100;62;6/03/2021;MAS DE UN PACIENTE
2596;1L1025421000100;115;5/04/2022;MAS DE UN PACIENTE
2597;1V1019711001101;13;25/01/2020;MAS DE UN PACIENTE
2598;1V1019711001100;13;1/04/2021;MAS DE UN PACIENTE
2599;1F1029401001100;100;15/05/2020;MAS DE UN PACIENTE
2600;1P1012181004100;64;28/11/2022;MAS DE UN PACIENTE
2601;1L1005941001100;75;24/01/2020;MAS DE UN PACIENTE
2602;1D1000331000100;64;12/02/2022;MAS DE UN PACIENTE
2603;1A1000101000105;13;17/01/2020;MAS DE UN PACIENTE
2604;1L1025421000100;115;19/04/2020;MAS DE UN PACIENTE
2605;1H1007141000101;149;4/02/2022;MAS DE UN PACIENTE
2606;1R1001601004100;149;24/09/2020;MAS DE UN PACIENTE
2607;1T1023961000100;114;1/02/2022;MAS DE UN PACIENTE
2608;1P1012181004100;64;2/05/2020;MAS DE UN PACIENTE
2609;1A1000101000105;13;6/02/2022;MAS DE UN PACIENTE
2610;1A1000111000101;13;23/05/2021;MAS DE UN PACIENTE
2611;1P1000161000100;157;2/07/2022;MAS DE UN PACIENTE
2612;1C1000151002100;157;19/02/2022;MAS DE UN PACIENTE
2613;1A1020721000100;62;2/02/2022;MAS DE UN PACIENTE
2614;2B1024441000100;118;23/08/2022;MAS DE UN PACIENTE
2615;2B1024441000100;118;20/05/2020;MAS DE UN PACIENTE
2616;1A1000101000104;13;5/04/2021;MAS DE UN PACIENTE
2617;1P1000161000100;157;21/01/2021;MAS DE UN PACIENTE
2618;1C1000151002100;157;28/05/2021;MAS DE UN PACIENTE
2619;2E1028291001100;11;18/06/2020;MAS DE UN PACIENTE
2620;1F1002641000100;29;15/07/2022;MAS DE UN PACIENTE
2621;1F1002391001100;65;29/03/2020;MAS DE UN PACIENTE
2622;1T1003321000100;81;17/03/2020;MAS DE UN PACIENTE
2623;2E1028291001100;11;5/01/2021;MAS DE UN PACIENTE
2624;2E1028291001100;11;22/02/2022;MAS DE UN PACIENTE
2625;1D1001091000100;64;8/03/2021;MAS DE UN PACIENTE
2626;1O1020371001100;129;26/03/2020;MAS DE UN PACIENTE
2627;1O1020371001100;129;17/03/2022;MAS DE UN PACIENTE
2628;1F1001691000100;64;26/12/2022;MAS DE UN PACIENTE
2629;1E1001601002100;64;18/04/2020;MAS DE UN PACIENTE
2630;1P1000421000100;95;22/01/2021;MAS DE UN PACIENTE
2631;1A1020541000101;62;13/06/2021;MAS DE UN PACIENTE
2632;1E1004581002100;81;3/06/2022;MAS DE UN PACIENTE
2633;1E1004581002100;81;11/11/2020;MAS DE UN PACIENTE
2634;1F1027531000100;64;5/11/2021;MAS DE UN PACIENTE
2635;1F1001591001100;64;30/06/2021;MAS DE UN PACIENTE
2636;1C1001051002100;68;22/07/2021;MAS DE UN PACIENTE
2637;1M1023721001100;61;17/04/2020;MAS DE UN PACIENTE
2638;1S1000991000100;62;25/03/2022;MAS DE UN PACIENTE
2639;1B1024501002100;118;26/02/2021;MAS DE UN PACIENTE
2640;1F1030121000100;118;5/12/2021;MAS DE UN PACIENTE
2641;1L1018031002100;118;25/02/2020;MAS DE UN PACIENTE
2642;1L1018031002100;118;22/02/2022;MAS DE UN PACIENTE
2643;1L1018031002100;118;17/05/2020;MAS DE UN PACIENTE
2644;1L1018031002100;118;12/12/2021;MAS DE UN PACIENTE
2645;1L1018031002100;118;20/01/2020;MAS DE UN PACIENTE
2646;1L1018031002100;118;29/01/2021;MAS DE UN PACIENTE
2647;1L1018031002100;118;6/09/2020;MAS DE UN PACIENTE
2648;1B1024741000100;118;23/04/2022;MAS DE UN PACIENTE
2649;1A1000101000104;13;9/12/2020;MAS DE UN PACIENTE
2650;1T1000761000101;64;24/08/2020;MAS DE UN PACIENTE
2651;1F1001591001100;64;6/09/2020;MAS DE UN PACIENTE
2652;1A1000141000100;13;25/11/2020;MAS DE UN PACIENTE
2653;1A1001701000100;13;12/09/2022;MAS DE UN PACIENTE
2654;1P1012181004100;64;12/05/2022;MAS DE UN PACIENTE
2655;1L1003331005100;64;10/05/2020;MAS DE UN PACIENTE
2656;1A1005551002100;100;10/01/2021;MAS DE UN PACIENTE
2657;1C1023461001100;61;17/02/2021;MAS DE UN PACIENTE
2658;1N1025871000100;118;29/07/2020;MAS DE UN PACIENTE
2659;1C1000151002100;157;26/04/2022;MAS DE UN PACIENTE
2660;1I1000121000100;13;5/05/2020;MAS DE UN PACIENTE
2661;1M1000341000100;155;3/03/2021;MAS DE UN PACIENTE
2662;1M1000341000100;155;6/04/2020;MAS DE UN PACIENTE
2663;1A1005551005100;23;2/01/2021;MAS DE UN PACIENTE
2664;1T1023961000100;95;27/03/2020;MAS DE UN PACIENTE
2665;1P1012181005100;80;7/03/2022;MAS DE UN PACIENTE
2666;1C1006341000100;40;27/02/2020;MAS DE UN PACIENTE
2667;1P1012181003100;64;22/08/2020;MAS DE UN PACIENTE
2668;1M1000831000100;87;18/03/2021;MAS DE UN PACIENTE
2669;1V1019711000106;1;3/08/2022;MAS DE UN PACIENTE
2670;1I1000121000100;13;19/03/2021;MAS DE UN PACIENTE
2671;1B1006501000100;80;5/03/2020;MAS DE UN PACIENTE
2672;1E1005681003100;118;14/09/2022;MAS DE UN PACIENTE
2673;1B1001101001100;157;3/06/2022;MAS DE UN PACIENTE
2674;1D1000331000100;64;10/07/2021;MAS DE UN PACIENTE
2675;1S1000731000100;13;10/08/2020;MAS DE UN PACIENTE
2676;1E1001601004100;149;14/12/2021;MAS DE UN PACIENTE
2677;1D1000031000100;114;14/06/2020;MAS DE UN PACIENTE
2678;1C1006341000100;40;7/12/2021;MAS DE UN PACIENTE
2679;1T1012051001101;70;14/05/2021;MAS DE UN PACIENTE
2680;1D1023501001100;157;4/04/2021;MAS DE UN PACIENTE
2681;1D1000331000100;64;18/05/2020;MAS DE UN PACIENTE
2682;1A1020721000102;121;2/03/2020;MAS DE UN PACIENTE
2683;1C1000151002100;157;11/11/2022;MAS DE UN PACIENTE
2684;1C1000151002100;157;24/06/2022;MAS DE UN PACIENTE
2685;1A1014981000100;64;15/03/2020;MAS DE UN PACIENTE
2686;1O1027141002100;116;9/11/2020;MAS DE UN PACIENTE
2687;1B1025731000100;13;13/11/2022;MAS DE UN PACIENTE
2688;1B1025731000100;13;1/04/2021;MAS DE UN PACIENTE
2689;1I1026751000100;13;12/12/2021;MAS DE UN PACIENTE
2690;1V1001401000100;135;15/05/2021;MAS DE UN PACIENTE
2691;1M1006441000100;13;28/12/2020;MAS DE UN PACIENTE
2692;1M1008551000100;13;18/08/2022;MAS DE UN PACIENTE
2693;1P1000161000100;157;29/07/2022;MAS DE UN PACIENTE
2694;1C1000151002100;157;24/05/2021;MAS DE UN PACIENTE
2695;1C1000151002100;157;5/02/2022;MAS DE UN PACIENTE
2696;1C1001051002100;68;5/03/2021;MAS DE UN PACIENTE
2697;1S1017541000100;64;27/06/2021;MAS DE UN PACIENTE
2698;1L1003331001101;13;4/04/2022;MAS DE UN PACIENTE
2699;1D1030021001100;64;11/09/2020;MAS DE UN PACIENTE
2700;1B1025731000100;13;28/01/2020;MAS DE UN PACIENTE
2701;1M1019571000100;53;18/10/2021;MAS DE UN PACIENTE
2702;1V1001401000100;135;27/01/2022;MAS DE UN PACIENTE
2703;1M1006441000100;154;26/02/2022;MAS DE UN PACIENTE
2704;1A1005551001100;13;8/11/2022;MAS DE UN PACIENTE
2705;1A1020721000102;121;28/05/2020;MAS DE UN PACIENTE
2706;1R1005721001100;62;18/06/2022;MAS DE UN PACIENTE
2707;1C1006341000100;40;25/12/2020;MAS DE UN PACIENTE
2708;1D1001091003100;13;3/12/2020;MAS DE UN PACIENTE
2709;1T1001161001100;109;9/10/2022;MAS DE UN PACIENTE
2710;1T1000591001100;109;31/08/2022;MAS DE UN PACIENTE
2711;1A1003951002100;61;28/08/2022;MAS DE UN PACIENTE
2712;1T1000591000100;25;29/06/2022;MAS DE UN PACIENTE
2713;1E1023551002100;64;25/09/2022;MAS DE UN PACIENTE
2714;1R1000741000100;64;19/07/2021;MAS DE UN PACIENTE
2715;1A100141000100;13;1/07/2022;MAS DE UN PACIENTE
2716;1D1000331000100;13;6/03/2021;MAS DE UN PACIENTE
2717;1A1001711000100;13;29/03/2020;MAS DE UN PACIENTE
2718;1A1000141000100;13;2/09/2022;MAS DE UN PACIENTE
2719;1E1018521004100;62;7/11/2021;MAS DE UN PACIENTE
2720;1E1018521002100;13;15/02/2021;MAS DE UN PACIENTE
2721;1V1001401000100;135;2/01/2022;MAS DE UN PACIENTE
2722;1R1001921000100;13;26/11/2020;MAS DE UN PACIENTE
2723;1I1026751000100;13;28/05/2020;MAS DE UN PACIENTE
2724;1L1003331004100;64;10/11/2022;MAS DE UN PACIENTE
2725;1A1014981000100;63;9/06/2021;MAS DE UN PACIENTE
2726;1F1027801000101;95;25/10/2022;MAS DE UN PACIENTE
2727;1B1025731000100;13;10/06/2020;MAS DE UN PACIENTE
2728;1B1006501000100;64;12/12/2020;MAS DE UN PACIENTE
2729;1U1003271000100;44;1/10/2020;MAS DE UN PACIENTE
2730;1S1011611000100;94;6/04/2020;MAS DE UN PACIENTE
2731;1S1011611000100;94;17/10/2022;MAS DE UN PACIENTE
2732;1F1007321005100;53;22/11/2022;MAS DE UN PACIENTE
2733;1P1012181003100;64;3/01/2022;MAS DE UN PACIENTE
2734;1B1000571003100;157;10/01/2022;MAS DE UN PACIENTE
2735;1P1000421000100;64;13/08/2022;MAS DE UN PACIENTE
2736;1T1014381001100;68;15/04/2022;MAS DE UN PACIENTE
2737;1A1000141000100;13;28/04/2022;MAS DE UN PACIENTE
2738;1D1000331000100;95;11/10/2022;MAS DE UN PACIENTE
2739;1P1012181004100;64;13/09/2022;MAS DE UN PACIENTE
2740;1B1025731000100;13;1/07/2022;MAS DE UN PACIENTE
2741;1I1000121000100;20;20/06/2022;MAS DE UN PACIENTE
2742;1C1000151002100;157;12/09/2020;MAS DE UN PACIENTE
2743;1P1000161000100;157;18/10/2022;MAS DE UN PACIENTE
2744;1D1000331000100;13;1/06/2020;MAS DE UN PACIENTE
2745;1T1001161005100;157;3/06/2022;MAS DE UN PACIENTE
2746;1F1001691000100;64;23/08/2022;MAS DE UN PACIENTE
2747;1T1028241000101;3;7/05/2021;MAS DE UN PACIENTE
2748;1M1000341000100;95;20/05/2022;MAS DE UN PACIENTE
2749;1T1000761000101;81;16/05/2020;MAS DE UN PACIENTE
2750;1A1005551001100;149;9/02/2021;MAS DE UN PACIENTE
2751;1D1001091003100;13;27/12/2020;MAS DE UN PACIENTE
2752;1F1001591001100;64;16/08/2020;MAS DE UN PACIENTE
2753;1L1003331004100;64;12/07/2021;MAS DE UN PACIENTE
2754;1A1031061000100;65;28/03/2020;MAS DE UN PACIENTE
2755;1A1031061000100;65;28/01/2021;MAS DE UN PACIENTE
